Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
2023-05-30,2023,5,30,Tuesday,22,2023-22,174.51,176.52,174.13,174.85,55964400,0.010659434605532425,171.1535714285714,164.59799999999998
2023-05-31,2023,5,31,Wednesday,22,2023-22,174.88,176.87,174.32,174.8,99625300,-0.00028178999567851637,171.43071428571426,164.99380000000002
2023-06-01,2023,6,1,Thursday,22,2023-22,175.24,177.63,174.48,177.6,68901800,0.01602238683955237,171.8942857142857,165.4086
2023-06-02,2023,6,2,Friday,22,2023-22,178.53,179.27,176.78,178.45,61996900,0.004775411656087192,172.48499999999999,165.86900000000003
2023-06-05,2023,6,5,Monday,23,2023-23,180.11,182.39,175.58,177.1,121946500,-0.007571064990660847,173.01428571428573,166.28059999999996
2023-06-06,2023,6,6,Tuesday,23,2023-23,177.48,177.63,174.98,176.73,64848400,-0.0020605284430469384,173.5171428571429,166.6588
2023-06-07,2023,6,7,Wednesday,23,2023-23,175.97,178.7,174.87,175.36,61944600,-0.0077561243932676716,173.87857142857143,167.04840000000002
2023-06-08,2023,6,8,Thursday,23,2023-23,175.44,178.34,175.01,178.07,50214900,0.015465133469253933,174.26714285714283,167.50459999999998
2023-06-09,2023,6,9,Friday,23,2023-23,178.99,179.71,178.13,178.46,48900000,0.0021596832281798317,174.6757142857143,167.90720000000002
2023-06-12,2023,6,12,Monday,24,2023-24,178.76,181.35,178.47,181.25,54274900,0.01563875269613768,175.35142857142858,168.33440000000002
2023-06-13,2023,6,13,Tuesday,24,2023-24,180.27,181.6,179.92,180.78,54929100,-0.002611561080609226,176.17928571428573,168.702
2023-06-14,2023,6,14,Wednesday,24,2023-24,180.83,181.84,179.5,181.41,57462900,0.0034913395988880325,177.03285714285715,169.05719999999997
2023-06-15,2023,6,15,Thursday,24,2023-24,181.42,183.94,181.24,183.44,65433200,0.011198553783692278,177.95000000000002,169.46380000000002
2023-06-16,2023,6,16,Friday,24,2023-24,184.15,184.4,181.72,182.36,101256200,-0.005859681409145057,178.61857142857144,169.8856
2023-06-20,2023,6,20,Tuesday,25,2023-25,181.86,183.53,181.86,182.45,49799100,0.000486555097867436,179.1614285714286,170.29139999999998
2023-06-21,2023,6,21,Wednesday,25,2023-25,182.34,182.85,180.07,181.42,49515700,-0.005675248814833944,179.6342857142857,170.7284
2023-06-22,2023,6,22,Thursday,25,2023-25,181.2,184.46,181.13,184.41,51245300,0.016525244284263385,180.12071428571429,171.24939999999998
2023-06-23,2023,6,23,Friday,25,2023-25,182.98,184.97,182.45,184.1,53117000,-0.0017112646007102494,180.5242857142857,171.778
2023-06-26,2023,6,26,Monday,26,2023-26,184.25,185.45,182.67,182.71,48088700,-0.007553014197873131,180.92499999999998,172.17120000000003
2023-06-27,2023,6,27,Tuesday,26,2023-26,183.32,185.79,183.1,185.46,50730800,0.015059058430736849,181.54857142857142,172.6264
2023-06-28,2023,6,28,Wednesday,26,2023-26,185.33,187.27,185.01,186.63,51216800,0.006327798559621511,182.35357142857143,173.1046
2023-06-29,2023,6,29,Thursday,26,2023-26,186.47,187.44,186.33,186.97,46347300,0.0017965507272539316,182.9892857142857,173.5652
2023-06-30,2023,6,30,Friday,26,2023-26,188.98,191.79,188.62,191.29,85213200,0.023102473723169314,183.90571428571428,174.08939999999998
2023-07-03,2023,7,3,Monday,27,2023-27,191.1,191.2,189.11,189.8,31458200,-0.007784692558846618,184.51642857142858,174.60299999999998
2023-07-05,2023,7,5,Wednesday,27,2023-27,188.92,190.31,187.98,188.68,46920300,-0.005871363500204785,185.08071428571427,175.12640000000002
2023-07-06,2023,7,6,Thursday,27,2023-27,187.22,189.37,186.58,189.16,45094300,0.0025087245745187836,185.6342857142857,175.6532
2023-07-07,2023,7,7,Friday,27,2023-27,188.76,190.01,187.61,188.04,46815000,-0.0058911797912148955,185.96285714285713,176.1884
2023-07-10,2023,7,10,Monday,28,2023-28,186.64,187.36,184.45,186.0,59922200,-0.010855967276543477,186.22285714285712,176.683
2023-07-11,2023,7,11,Tuesday,28,2023-28,186.54,186.68,184.02,185.48,46638100,-0.0028098782495472596,186.43928571428572,177.07559999999998
2023-07-12,2023,7,12,Wednesday,28,2023-28,187.06,189.05,185.86,187.15,60750200,0.008985488170061506,186.84857142857143,177.4766
2023-07-13,2023,7,13,Thursday,28,2023-28,187.87,188.55,187.16,187.91,41342300,0.004057538860728904,187.09857142857143,177.89460000000003
2023-07-14,2023,7,14,Friday,28,2023-28,187.6,188.54,187.01,188.05,41616200,0.0007871963895831335,187.38071428571428,178.33599999999998
2023-07-17,2023,7,17,Monday,29,2023-29,189.25,191.63,189.16,191.31,50520200,0.017305590921597558,187.99500000000003,178.86399999999998
2023-07-18,2023,7,18,Tuesday,29,2023-29,190.68,191.64,189.76,191.05,48288200,-0.0013402924747251133,188.3942857142857,179.4196
2023-07-19,2023,7,19,Wednesday,29,2023-29,190.43,195.49,189.99,192.4,80507300,0.007071616590625052,188.80642857142857,179.84900000000002
2023-07-20,2023,7,20,Thursday,29,2023-29,192.39,193.75,189.84,190.46,59581200,-0.010097309128976217,189.0557142857143,180.24099999999999
2023-07-21,2023,7,21,Friday,29,2023-29,191.42,192.27,188.59,189.29,71951700,-0.006161682681753988,188.91285714285715,180.6436
2023-07-24,2023,7,24,Monday,30,2023-30,190.74,192.22,189.59,190.09,45377800,0.004220209962539467,188.93357142857144,181.02700000000002
2023-07-25,2023,7,25,Tuesday,30,2023-30,190.66,191.75,190.25,190.94,37283200,0.004513453907236897,189.09500000000003,181.4236
2023-07-26,2023,7,26,Wednesday,30,2023-30,190.99,192.94,190.65,191.81,47471900,0.004544957633457525,189.28428571428572,181.8562
2023-07-27,2023,7,27,Thursday,30,2023-30,193.31,194.47,189.89,190.55,47460200,-0.006580872297904605,189.4635714285714,182.2734
2023-07-28,2023,7,28,Friday,30,2023-30,191.98,193.91,191.46,193.12,48291400,0.013507906959089766,189.97214285714287,182.74200000000002
2023-07-31,2023,7,31,Monday,31,2023-31,193.35,193.77,192.56,193.73,38824100,0.003166045917502691,190.5614285714286,183.21059999999997
2023-08-01,2023,8,1,Tuesday,31,2023-31,193.53,194.01,192.58,192.91,35175100,-0.004275885295472293,190.97285714285712,183.6162
2023-08-02,2023,8,2,Wednesday,31,2023-31,192.34,192.48,189.2,189.92,50389300,-0.0154901855783256,191.11642857142857,183.9598
2023-08-03,2023,8,3,Thursday,31,2023-31,188.92,189.71,188.05,188.53,61235200,-0.007321536003249807,191.15071428571426,184.2946
2023-08-04,2023,8,4,Friday,31,2023-31,182.96,184.79,179.4,179.47,115956800,-0.04802018242366335,190.305,184.5002
2023-08-07,2023,8,7,Monday,32,2023-32,179.61,180.6,174.9,176.38,97576100,-0.017253526844624445,189.25714285714284,184.6386
2023-08-08,2023,8,8,Tuesday,32,2023-32,177.21,177.78,175.12,177.31,67823000,0.005311675295536444,188.17928571428573,184.7728
2023-08-09,2023,8,9,Wednesday,32,2023-32,178.37,178.43,174.56,175.73,60378500,-0.008954376430612143,187.12714285714284,184.82739999999998
2023-08-10,2023,8,10,Thursday,32,2023-32,177.0,178.25,175.14,175.51,54686900,-0.0012344993999431342,186.14285714285714,184.84060000000002
2023-08-11,2023,8,11,Friday,32,2023-32,175.1,176.39,174.34,175.57,52036700,0.0003374139468372839,185.1057142857143,184.856
2023-08-14,2023,8,14,Monday,33,2023-33,175.75,177.45,175.09,177.22,43675600,0.009393213479525153,184.12571428571428,184.8484
2023-08-15,2023,8,15,Tuesday,33,2023-33,176.65,177.24,174.84,175.23,43622600,-0.01120030114983861,182.94142857142856,184.78400000000002
2023-08-16,2023,8,16,Wednesday,33,2023-33,174.92,176.31,174.29,174.36,46964900,-0.004959304497447303,181.78500000000003,184.7292
2023-08-17,2023,8,17,Thursday,33,2023-33,174.93,175.29,171.31,171.83,66062900,-0.014554939798026023,180.2642857142857,184.63119999999998
2023-08-18,2023,8,18,Friday,33,2023-33,170.15,172.91,169.81,172.31,61172200,0.0028161419494678874,178.7342857142857,184.5702
2023-08-21,2023,8,21,Monday,34,2023-34,172.88,173.93,171.57,173.64,46311900,0.007736633881507915,177.3578571428571,184.4816
2023-08-22,2023,8,22,Tuesday,34,2023-34,174.85,175.46,174.05,175.02,42038900,0.007905008438582106,176.2935714285714,184.41279999999998
2023-08-23,2023,8,23,Wednesday,34,2023-34,176.29,179.28,176.1,178.86,52722800,0.021948882947893322,175.60285714285715,184.365
2023-08-24,2023,8,24,Thursday,34,2023-34,178.41,178.84,173.81,174.18,54945800,-0.026170528858647235,175.22499999999997,184.233
2023-08-25,2023,8,25,Friday,34,2023-34,175.16,176.91,173.62,176.38,51449600,0.01264321073074992,175.225,184.13240000000002
2023-08-28,2023,8,28,Monday,35,2023-35,177.84,178.33,176.32,177.94,43820700,0.008846158304829155,175.26999999999998,184.0224
2023-08-29,2023,8,29,Tuesday,35,2023-35,177.45,182.59,177.26,181.82,53003900,0.021810167496241428,175.705,184.0116
2023-08-30,2023,8,30,Wednesday,35,2023-35,182.63,185.5,182.43,185.31,60813900,0.019172215423088224,176.405,184.0688
2023-08-31,2023,8,31,Thursday,35,2023-35,185.49,186.76,185.14,185.52,60794500,0.001172495410148633,177.1157142857143,184.1508
2023-09-01,2023,9,1,Friday,35,2023-35,187.12,187.55,185.93,187.09,45766500,0.00846326863278235,177.8207142857143,184.20440000000002
2023-09-05,2023,9,5,Tuesday,36,2023-36,185.93,187.61,185.27,187.33,45280000,0.0012666659217770437,178.685,184.269
2023-09-06,2023,9,6,Wednesday,36,2023-36,186.05,186.49,179.2,180.62,81755800,-0.035793290365756514,179.13214285714284,184.22719999999998
2023-09-07,2023,9,7,Thursday,36,2023-36,172.99,175.98,171.37,175.34,112488800,-0.029249266626821258,179.38285714285715,184.0248
2023-09-08,2023,9,8,Friday,36,2023-36,176.12,177.99,175.57,175.95,65551300,0.003491718742072658,179.64285714285714,183.8112
2023-09-11,2023,9,11,Monday,37,2023-37,177.82,178.05,175.12,177.12,58953100,0.006622402843457609,179.89142857142858,183.61419999999998
2023-09-12,2023,9,12,Tuesday,37,2023-37,177.25,177.88,172.64,174.1,90370200,-0.017060518046761786,179.82571428571433,183.2704
2023-09-13,2023,9,13,Wednesday,37,2023-37,174.3,175.08,171.81,172.03,84267900,-0.011854707135936282,179.33785714285713,182.915
2023-09-14,2023,9,14,Thursday,37,2023-37,171.83,173.9,171.41,173.54,60895800,0.008782295658291694,179.29214285714286,182.61219999999997
2023-09-15,2023,9,15,Friday,37,2023-37,174.28,174.29,171.65,172.82,109259500,-0.004153814311672055,179.03785714285715,182.28539999999998
2023-09-18,2023,9,18,Monday,38,2023-38,174.28,177.14,173.97,175.75,67257600,0.016913412569963038,178.8814285714286,182.03959999999998
2023-09-19,2023,9,19,Tuesday,38,2023-38,175.3,177.39,174.92,176.83,51826900,0.0061808223726165235,178.525,181.85620000000003
2023-09-20,2023,9,20,Wednesday,38,2023-38,177.02,177.45,173.21,173.3,58436200,-0.01999229953597026,177.66714285714286,181.61260000000001
2023-09-21,2023,9,21,Thursday,38,2023-38,172.37,174.1,171.69,171.76,63149100,-0.008889408969076307,176.68428571428572,181.3048
2023-09-22,2023,9,22,Friday,38,2023-38,172.49,174.87,171.88,172.61,56725400,0.004944624610794479,175.65,180.99879999999996
2023-09-25,2023,9,25,Monday,39,2023-39,172.02,174.76,171.97,173.88,46172700,0.007380178187225805,174.68928571428572,180.71540000000002
2023-09-26,2023,9,26,Tuesday,39,2023-39,172.64,173.01,169.52,169.81,64588900,-0.023398200994330542,173.91714285714286,180.2854
2023-09-27,2023,9,27,Wednesday,39,2023-39,170.46,170.88,166.94,168.3,66921800,-0.00889765575255641,173.41428571428568,179.8304
2023-09-28,2023,9,28,Thursday,39,2023-39,167.22,169.88,165.53,168.56,56294400,0.0015256913254819704,172.88642857142855,179.3536
2023-09-29,2023,9,29,Friday,39,2023-39,169.87,170.91,168.21,169.07,51861100,0.003046462697692265,172.3114285714286,178.9258
2023-10-02,2023,10,2,Monday,40,2023-40,169.08,172.12,168.79,171.58,52164500,0.01483533517114033,172.13142857142856,178.5716
2023-10-03,2023,10,3,Tuesday,40,2023-40,170.11,171.46,168.69,170.25,49594600,-0.007769586399319683,172.00428571428571,178.1748
2023-10-04,2023,10,4,Wednesday,40,2023-40,168.95,172.03,168.83,171.49,53020300,0.007308522675125717,171.85785714285717,177.7858
2023-10-05,2023,10,5,Thursday,40,2023-40,171.62,173.26,170.52,172.72,48527900,0.007198016227902171,171.85071428571428,177.40400000000002
2023-10-06,2023,10,6,Friday,40,2023-40,171.63,175.77,171.02,175.27,57266700,0.014750494889965271,171.81642857142856,177.0984
2023-10-09,2023,10,9,Monday,41,2023-41,174.6,176.81,173.6,176.75,42390800,0.008451021310896367,171.81071428571428,176.771
2023-10-10,2023,10,10,Tuesday,41,2023-41,175.87,177.47,175.73,176.16,43698000,-0.003352028227860515,172.01500000000001,176.4196
2023-10-11,2023,10,11,Wednesday,41,2023-41,175.97,177.6,175.38,177.55,47551100,0.007904093442440141,172.42857142857142,176.1124
2023-10-12,2023,10,12,Thursday,41,2023-41,177.82,180.06,176.8,178.45,56743100,0.005060949681320981,172.8457142857143,175.88299999999998
2023-10-13,2023,10,13,Friday,41,2023-41,179.15,179.66,175.91,176.62,51427100,-0.010292477686705936,173.04142857142855,175.6448
2023-10-16,2023,10,16,Monday,42,2023-42,174.54,176.84,174.3,176.49,52517000,-0.0007270182532123082,173.51857142857142,175.58520000000001
2023-10-17,2023,10,17,Tuesday,42,2023-42,174.44,176.19,172.62,174.94,57549400,-0.008784775718339355,173.99285714285716,175.5564
2023-10-18,2023,10,18,Wednesday,42,2023-42,173.39,175.36,172.92,173.64,54764400,-0.007394816048946318,174.35571428571433,175.483
2023-10-19,2023,10,19,Thursday,42,2023-42,173.84,175.62,173.0,173.27,59302900,-0.00216109598401526,174.6557142857143,175.43380000000002
2023-10-20,2023,10,20,Friday,42,2023-42,173.12,173.23,170.48,170.72,64244000,-0.01470390737138072,174.59428571428572,175.338
2023-10-23,2023,10,23,Monday,43,2023-43,168.77,171.84,167.81,170.84,55980100,0.0006940277149889429,174.63642857142858,175.2434
2023-10-24,2023,10,24,Tuesday,43,2023-43,170.89,171.5,169.31,171.27,43816600,0.002543301096749939,174.62071428571429,175.12439999999998
2023-10-25,2023,10,25,Wednesday,43,2023-43,169.73,170.9,168.52,168.96,57157000,-0.013491671918545722,174.35214285714287,174.99899999999997
2023-10-26,2023,10,26,Thursday,43,2023-43,168.24,169.24,163.6,164.8,70625300,-0.02460563042959185,173.6042857142857,174.80780000000001
2023-10-27,2023,10,27,Friday,43,2023-43,164.82,166.85,164.75,166.12,58499100,0.007969424076595288,172.84500000000003,174.6936
2023-10-30,2023,10,30,Monday,44,2023-44,166.91,169.03,166.76,168.16,51131000,0.012305164176938277,172.27357142857142,174.61059999999998
2023-10-31,2023,10,31,Tuesday,44,2023-44,167.23,168.76,165.8,168.64,44846000,0.0028187882558745603,171.63714285714286,174.5106
2023-11-01,2023,11,1,Wednesday,44,2023-44,168.86,172.05,167.99,171.8,56934900,0.01873873821703298,171.16214285714287,174.44619999999998
2023-11-02,2023,11,2,Thursday,44,2023-44,173.33,175.56,173.27,175.35,77334800,0.020693225083121325,171.07142857142858,174.37599999999998
2023-11-03,2023,11,3,Friday,44,2023-44,172.06,174.61,171.18,174.44,79829200,-0.0051812434496977255,170.925,174.38120000000004
2023-11-06,2023,11,6,Monday,45,2023-45,174.18,177.19,174.01,176.99,63841300,0.014605292691038274,171.07142857142858,174.3934
2023-11-07,2023,11,7,Tuesday,45,2023-45,176.94,180.16,176.73,179.55,70530000,0.01445082818171417,171.4935714285714,174.42559999999997
2023-11-08,2023,11,8,Wednesday,45,2023-45,180.07,181.16,179.32,180.61,49340300,0.005884904968477267,172.01785714285714,174.4014
2023-11-09,2023,11,9,Thursday,45,2023-45,180.67,181.82,179.54,180.13,53763500,-0.0026244215593405062,172.69,174.2978
2023-11-10,2023,11,10,Friday,45,2023-45,181.91,184.48,181.48,184.31,66133400,0.02321985580939856,173.65214285714288,174.27360000000002
2023-11-13,2023,11,13,Monday,46,2023-46,183.74,183.95,182.15,182.73,43627500,-0.008583777327287323,174.4707142857143,174.1864
2023-11-14,2023,11,14,Tuesday,46,2023-46,185.6,186.0,184.21,185.34,60108400,0.014285838348574442,175.64071428571427,174.1466
2023-11-15,2023,11,15,Wednesday,46,2023-46,185.75,187.38,185.68,185.91,53790500,0.003040939273750931,177.14857142857142,174.25240000000002
2023-11-16,2023,11,16,Thursday,46,2023-46,187.45,188.82,186.54,187.59,54412900,0.009042219596269163,178.68214285714285,174.49740000000003
2023-11-17,2023,11,17,Friday,46,2023-46,188.12,188.25,186.46,187.57,50922700,-0.00010558271449900847,180.06857142857143,174.72979999999998
2023-11-20,2023,11,20,Monday,47,2023-47,187.76,189.76,187.75,189.31,46505100,0.009278348921986757,181.54500000000002,174.9736
2023-11-21,2023,11,21,Tuesday,47,2023-47,189.27,189.38,187.62,188.51,38134500,-0.00423086924091165,182.73857142857142,175.2618
2023-11-22,2023,11,22,Wednesday,47,2023-47,189.35,190.77,188.69,189.17,39617700,0.0035145051653140413,183.72571428571428,175.6046
2023-11-24,2023,11,24,Friday,47,2023-47,188.73,188.76,187.13,187.84,24048300,-0.007004393354005489,184.68285714285713,175.8906
2023-11-27,2023,11,27,Monday,48,2023-48,187.79,188.54,186.79,187.67,40552600,-0.0009475630854440809,185.4457142857143,176.18760000000003
2023-11-28,2023,11,28,Tuesday,48,2023-48,187.66,188.94,187.28,188.27,38415400,0.0032139561541510986,186.06857142857143,176.43800000000002
2023-11-29,2023,11,29,Wednesday,48,2023-48,188.76,189.94,186.85,187.25,43014200,-0.005409458236403486,186.54285714285714,176.6464
2023-11-30,2023,11,30,Thursday,48,2023-48,187.72,188.19,186.08,187.82,48794400,0.0030626700821283492,187.09214285714285,176.9368
2023-12-01,2023,12,1,Friday,48,2023-48,188.2,189.42,187.11,189.1,45704800,0.006791327060370778,187.43428571428572,177.2836
2023-12-04,2023,12,4,Monday,49,2023-49,187.85,187.92,185.35,187.31,43389500,-0.00946458938942496,187.76142857142858,177.57760000000002
2023-12-05,2023,12,5,Tuesday,49,2023-49,188.08,192.22,188.05,191.26,66628400,0.021063282634105063,188.18428571428572,177.92520000000002
2023-12-06,2023,12,6,Wednesday,49,2023-49,192.27,192.58,189.96,190.17,41089700,-0.005687207572624864,188.48857142857145,178.3324
2023-12-07,2023,12,7,Thursday,49,2023-49,191.46,192.82,191.42,192.1,47477700,0.010139365830068359,188.81071428571428,178.8084
2023-12-08,2023,12,8,Friday,49,2023-49,192.03,193.8,191.5,193.52,53406400,0.007412399350044785,189.23571428571427,179.30759999999998
2023-12-11,2023,12,11,Monday,50,2023-50,190.95,191.32,189.28,191.02,60943700,-0.012927270129561297,189.3578571428571,179.7466
2023-12-12,2023,12,12,Tuesday,50,2023-50,190.92,192.54,189.57,192.53,52696900,0.007920251415859836,189.645,180.1656
2023-12-13,2023,12,13,Wednesday,50,2023-50,192.91,195.78,192.67,195.74,70404200,0.01669140441849426,190.1142857142857,180.6754
2023-12-14,2023,12,14,Thursday,50,2023-50,195.8,197.39,193.96,195.89,66831600,0.0007576218795648515,190.68928571428572,181.1634
2023-12-15,2023,12,15,Friday,50,2023-50,195.32,196.18,194.8,195.36,128538400,-0.0027257322742497703,191.23857142857142,181.6162
2023-12-18,2023,12,18,Monday,51,2023-51,193.9,194.43,192.21,193.7,55751900,-0.008503146717279697,191.62642857142856,181.9848
2023-12-19,2023,12,19,Tuesday,51,2023-51,193.96,194.75,193.7,194.74,40714100,0.005359945467832805,192.16142857142856,182.3446
2023-12-20,2023,12,20,Wednesday,51,2023-51,194.7,195.47,192.65,192.65,52242800,-0.010713827609176163,192.5064285714286,182.67440000000002
2023-12-21,2023,12,21,Thursday,51,2023-51,193.91,194.87,191.33,192.5,46482500,-0.0007700309224205615,192.7492857142857,182.9734
2023-12-22,2023,12,22,Friday,51,2023-51,193.0,193.22,190.81,191.43,37149600,-0.005547432989490564,193.0435714285714,183.23300000000003
2023-12-26,2023,12,26,Tuesday,52,2023-52,191.44,191.72,190.67,190.89,28919300,-0.0028408801061076128,193.0171428571429,183.5184
2023-12-27,2023,12,27,Wednesday,52,2023-52,190.34,191.33,188.95,190.99,48087700,0.0005178208136948914,193.07571428571427,183.8084
2023-12-28,2023,12,28,Thursday,52,2023-52,191.97,192.48,191.01,191.41,34049900,0.002226323976077582,193.0264285714286,184.1378
2023-12-29,2023,12,29,Friday,52,2023-52,191.73,192.22,189.58,190.38,42672100,-0.005424146095372895,192.80214285714285,184.47260000000003
2024-01-02,2024,1,2,Tuesday,00,2024-00,185.06,186.33,181.83,183.56,82488700,-0.03578662789486087,192.2692857142857,184.6784
2024-01-03,2024,1,3,Wednesday,00,2024-00,182.16,183.8,181.38,182.19,58414500,-0.007487574118255513,191.53071428571428,184.90780000000004
2024-01-04,2024,1,4,Thursday,00,2024-00,180.11,181.04,178.86,179.87,71983600,-0.012700069414572468,190.39714285714288,185.0884
2024-01-05,2024,1,5,Friday,00,2024-00,179.95,180.71,178.15,179.15,62379700,-0.004012904748376345,189.20142857142855,185.24599999999998
2024-01-08,2024,1,8,Monday,01,2024-01,180.05,183.52,179.47,183.48,59144500,0.024174693724866803,188.35285714285715,185.53640000000004
2024-01-09,2024,1,9,Tuesday,01,2024-01,181.86,183.08,180.68,183.07,42841800,-0.002263498766335803,187.59357142857144,185.9018
2024-01-10,2024,1,10,Wednesday,01,2024-01,182.29,184.31,181.86,184.11,46792900,0.005671584540450025,186.83428571428573,186.2616
2024-01-11,2024,1,11,Thursday,01,2024-01,184.45,184.96,181.56,183.51,49128400,-0.0032224741234855303,186.18142857142857,186.5686
2024-01-12,2024,1,12,Friday,01,2024-01,183.98,184.65,183.12,183.84,40477800,0.0017779617389419577,185.56285714285715,186.87259999999998
2024-01-16,2024,1,16,Tuesday,02,2024-02,180.12,182.2,178.9,181.57,65603000,-0.01231698737624165,184.8585714285714,187.06799999999998
2024-01-17,2024,1,17,Wednesday,02,2024-02,179.24,180.88,178.28,180.64,47317400,-0.005173500463877989,184.12642857142856,187.1738
2024-01-18,2024,1,18,Thursday,02,2024-02,184.01,187.02,183.75,186.52,78005800,0.032570551549710114,183.80714285714288,187.41539999999998
2024-01-19,2024,1,19,Friday,02,2024-02,187.21,189.8,186.71,189.42,68903000,0.015533033353019254,183.665,187.664
2024-01-22,2024,1,22,Monday,03,2024-03,190.15,193.14,190.11,191.72,60133900,0.012163229216561655,183.7607142857143,187.90740000000002
2024-01-23,2024,1,23,Tuesday,03,2024-03,192.84,193.56,191.66,193.0,42355600,0.006653321714401139,184.435,188.1552
2024-01-24,2024,1,24,Wednesday,03,2024-03,193.23,194.18,192.16,192.32,53631300,-0.003483909540267005,185.15857142857143,188.399
2024-01-25,2024,1,25,Thursday,03,2024-03,193.03,194.07,190.95,192.0,54822100,-0.0016966725541772698,186.025,188.5528
2024-01-26,2024,1,26,Friday,03,2024-03,192.1,192.58,189.79,190.27,44594000,-0.009012853126797893,186.81928571428574,188.7036
2024-01-29,2024,1,29,Monday,04,2024-04,189.86,190.05,187.46,189.58,47145600,-0.003585769230985192,187.25500000000002,188.7884
2024-01-30,2024,1,30,Tuesday,04,2024-04,188.8,189.65,185.37,185.94,55859400,-0.019245803016746055,187.46,188.789
2024-01-31,2024,1,31,Wednesday,04,2024-04,184.95,185.01,182.29,182.34,55467800,-0.019357663864583485,187.33357142857145,188.68399999999997
2024-02-01,2024,2,1,Thursday,04,2024-04,181.93,184.86,181.76,184.77,64885400,0.013340640705578277,187.42357142857145,188.628
2024-02-02,2024,2,2,Friday,04,2024-04,177.85,185.23,177.24,183.77,102551700,-0.00540523979248142,187.41857142857143,188.5172
2024-02-05,2024,2,5,Monday,05,2024-05,186.04,187.13,183.76,185.58,69668800,0.009846856476323218,187.70499999999998,188.45860000000002
2024-02-06,2024,2,6,Tuesday,05,2024-05,184.77,187.19,184.68,187.18,43490800,0.008631465047651998,188.17214285714286,188.4188
2024-02-07,2024,2,7,Wednesday,05,2024-05,188.51,188.91,186.5,187.29,53439000,0.0005810660981435678,188.22714285714284,188.40779999999998
2024-02-08,2024,2,8,Thursday,05,2024-05,187.27,187.42,185.25,186.21,40962000,-0.005754411578399843,187.99785714285713,188.3786
2024-02-09,2024,2,9,Friday,05,2024-05,186.78,188.1,186.13,186.97,45155200,0.004094036482993113,187.65857142857143,188.3526
2024-02-12,2024,2,12,Monday,06,2024-06,186.55,186.8,184.93,185.29,41781900,-0.009002114160073904,187.10785714285717,188.3134
2024-02-13,2024,2,13,Tuesday,06,2024-06,183.93,184.36,181.69,183.2,56529500,-0.011274404282606842,186.45642857142857,188.22099999999998
2024-02-14,2024,2,14,Wednesday,06,2024-06,183.48,183.69,180.63,182.32,54630500,-0.004809788153768646,185.76500000000001,188.08539999999996
2024-02-15,2024,2,15,Thursday,06,2024-06,181.73,182.66,179.55,182.03,65434500,-0.0015744938194443003,185.17642857142854,187.97979999999998
2024-02-16,2024,2,16,Friday,06,2024-06,181.6,183.01,179.87,180.5,49752500,-0.008430744248703825,184.52785714285713,187.7646
2024-02-20,2024,2,20,Tuesday,07,2024-07,179.98,180.62,178.21,179.76,53665600,-0.004113714421552395,184.08642857142857,187.5564
2024-02-21,2024,2,21,Wednesday,07,2024-07,180.13,181.07,178.87,180.51,41371400,0.004186052433884591,183.95571428571427,187.3246
2024-02-22,2024,2,22,Thursday,07,2024-07,181.66,183.12,180.65,182.54,52292200,0.011243916244514818,183.79642857142855,187.105
2024-02-23,2024,2,23,Friday,07,2024-07,183.17,183.2,180.42,180.71,45119700,-0.010034207487529367,183.5778571428571,186.89880000000002
2024-02-26,2024,2,26,Monday,08,2024-08,180.43,180.95,178.86,179.36,40867400,-0.007451168807481978,183.13357142857143,186.6354
2024-02-27,2024,2,27,Tuesday,08,2024-08,179.3,182.09,177.78,180.82,54318900,0.008114357302083652,182.67928571428573,186.33700000000002
2024-02-28,2024,2,28,Wednesday,08,2024-08,180.7,181.3,178.34,179.62,48953900,-0.006625497532569247,182.1314285714286,186.0116
2024-02-29,2024,2,29,Thursday,08,2024-08,179.47,180.76,177.75,178.95,136682600,-0.0036931678688109093,181.61285714285714,185.6834
2024-03-01,2024,3,1,Friday,08,2024-08,177.77,178.74,175.62,177.88,73563100,-0.006030188287986515,180.9635714285714,185.36700000000002
2024-03-04,2024,3,4,Monday,09,2024-09,174.4,175.14,172.06,173.36,81510100,-0.02538141434486807,180.11142857142858,184.93939999999998
2024-03-05,2024,3,5,Tuesday,09,2024-09,169.06,170.33,167.94,168.43,95132400,-0.02844079317041437,179.05642857142857,184.455
2024-03-06,2024,3,6,Wednesday,09,2024-09,169.36,169.54,167.0,167.44,68587700,-0.005878369472013922,177.9935714285714,183.95379999999997
2024-03-07,2024,3,7,Thursday,09,2024-09,167.47,169.03,166.82,167.32,71765100,-0.0007094442568186254,176.94285714285715,183.4716
2024-03-08,2024,3,8,Friday,09,2024-09,167.32,171.97,167.26,169.03,76267000,0.010236473303358862,176.12357142857144,183.03439999999998
2024-03-11,2024,3,11,Monday,10,2024-10,171.22,172.65,170.34,171.03,60139500,0.011831817063287176,175.5,182.6352
2024-03-12,2024,3,12,Tuesday,10,2024-10,171.43,172.3,169.31,171.51,59825400,0.002778413928272938,174.85714285714286,182.2372
2024-03-13,2024,3,13,Wednesday,10,2024-10,171.05,171.47,169.06,169.43,52488700,-0.012122448500256566,173.9207142857143,181.8182
2024-03-14,2024,3,14,Thursday,10,2024-10,171.19,172.58,170.34,171.28,72913500,0.010927251114686065,173.24714285714285,181.5726
